Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:BKNM624HMU,Mapping Health and Illness Across Societies- Tutorial/01,10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_03_3.3,"Medical School, Teviot",Wednesday 10:00,50,0201_01_1.05,1.05,Central,Appleton Tower,20,Boardroom Style,False,50.0,False
E:Z7PMDE5JHM,"Designing Research in Nursing, Health and Social Care - Tutorial/03",15.0,Central,4,"12, 14, 16, 18","[12, 14, 16, 18]",0335_02_2.3,Lister Learning and Teaching Centre,Wednesday 10:00,50,0421_E_E.22,E.22,Lauriston,ECA Main Building,218,Lecture Theatre,True,6.88,False
E:2U1Z4RH1U7-00001,Understanding the Person - Lecture,40.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0103_03_3.D02,Forresthill,Wednesday 11:00,110,0551_00_G33,G33,Holyrood,Patersons Land,10,Classroom Style,True,400.0,True
E:97L3MYRVTF,Introduction to Data Analysis in R - Lecture,20.0,Central,2,"9, 10","[9, 10]",0003_00_G.01,7-8 Chambers Street,Wednesday 11:00,110,0225_02_2.201,2.201,Central,Gordon Aikman Lecture Theatre,458,Lecture Theatre,False,4.37,False
E:5KZVHC416O-00005,"Listening, Attunement and Empathy - Monday Listening Practice Group/06",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.10,24 Buccleuch Place,Monday 16:30,105,0401_01_AssemblyHall,AssemblyHall,New College,New College,320,Lecture Theatre,True,2.5,False
E:FDX64OA63R,"Designing Research in Nursing, Health and Social Care - Tutorial/02",13.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.04,24 Buccleuch Place,Tuesday 14:00,50,0300_00_NG.01,NG.01,Central,High School Yards Teaching Centre,36,Classroom Style,False,36.11,False
E:6BBMMQ89Y4,Mapping Health and Illness Across Societies- Tutorial/09,10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_03_3.3,"Medical School, Teviot",Thursday 14:00,50,0201_02_2.05,2.05,Central,Appleton Tower,24,Classroom Style,False,41.67,False
E:J24FSDANHF,Clinical Psychology 1 - Year 1 Teaching (see Learn for details),45.0,Central,5,"11, 12, 13, 14, 15","[11, 12, 13, 14, 15]",0335_00_G.13,Lister Learning and Teaching Centre,Monday 09:30,480,0113_00_G.15,G.15,Central,"Medical School, Teviot",29,Classroom Style,False,155.17,True
E:6EYODVQWIE,Computer Security (CSEC-10) - Lecture 3,291.0,Central,4,"10, 11, 12, 14","[10, 11, 12, 14]",0114_00_G.01,McEwan Hall,Friday 10:00,50,0112_-1_B.01,B.01,Central,Chrystal MacMillan Building,35,Classroom Style,False,831.43,True
E:XI4G554VSB,Conceptual and Theoretical Psychology - Lecture,180.0,New College,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0401_01_AssemblyHall,New College,Tuesday 14:00,110,0226_01_1.02,1.02,Central,Business School,50,Specialist Room,True,360.0,True
E:2TPIOPIUDT,Evidence and Enquiry: Research - Tutorial Group/02,12.0,Central,5,"10, 11, 12, 15, 17","[10, 11, 12, 15, 17]",0228_11_11.11,40 George Square,Wednesday 12:00,50,0229_01_1.C,1.C,Central,40 George Square Lecture Theatres,250,Lecture Theatre,False,4.8,False
E:RAITZPH5YT,Trauma in Society- Tutorial/01,15.0,Central,7,"10, 11, 12, 13, 14, 15, 16","[10, 11, 12, 13, 14, 15, 16]",0008_-1_B.154,Minto House,Tuesday 15:00,50,0003_00_G.03,G.03,Central,7-8 Chambers Street,18,Classroom Style,False,83.33,False
E:224BDJGX3R,Psychological Perspectives on Health and Care- Tutorial/02,25.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0251_01_1.01,21 Buccleuch Place,Tuesday 16:00,50,0227_03_3.14,3.14,Central,50 George Square,15,Boardroom Style,False,166.67,True
E:84LLXED56Z,"Gender, Sexualities and Health- Tutorial/02",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.07,24 Buccleuch Place,Monday 10:00,50,0227_02_2.30,2.30,Central,50 George Square,10,Boardroom Style,False,100.0,False
E:CMUXWL94VS,"Gender, Sexualities and Health- Tutorial/06",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.07,24 Buccleuch Place,Tuesday 10:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,6.67,False
E:EJYWUPBYSA,Life Sciences and Nursing Care - Tutorial,12.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0228_11_11.06,40 George Square,Tuesday 16:00,50,0003_01_1.02,1.02,Central,7-8 Chambers Street,24,Classroom Style,False,50.0,False
E:X95HBFF36A,Introduction and Foundation of Qualitative Research - Seminar/02,10.0,Central,7,"9, 10, 11, 12, 13, 14, 16","[9, 10, 11, 12, 13, 14, 16]",0254_01_1.08,24 Buccleuch Place,Wednesday 14:00,50,0226_-1_LG.18,LG.18,Central,Business School,66,Specialist Room,False,15.15,False
E:GB5J7TKCCO,Between Counselling and Research 1 - Seminar/06,13.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0103_01_1.B10,Forresthill,Wednesday 11:00,110,0001_02_2.351,2.351,Central,Old College,16,Boardroom Style,False,81.25,False
E:ZWQICXLFQH-00002,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/03",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.12,24 Buccleuch Place,Tuesday 16:30,105,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,5.33,False
E:D75NWRTWWU,Psychological Therapies (Conversion) - Tutorial/04,23.0,Central,2,"15, 17","[15, 17]",0112_-1_B.02,Chrystal MacMillan Building,Thursday 14:00,50,0564_03_3.15,3.15,Holyrood,St Leonards Land,24,Classroom Style,True,95.83,False
E:2VARRWVL9F,"Designing Research in Nursing, Health and Social Care - Tutorial/03",15.0,Central,2,"10, 11","[10, 11]",0228_01_1.18,40 George Square,Wednesday 10:00,50,0228_11_11.10,11.10,Central,40 George Square,36,Classroom Style,False,41.67,False
E:J5EL53CFHJ,Understanding the Person - Tutorial/01,16.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.03,24 Buccleuch Place,Tuesday 10:00,50,0228_07_7.18,7.18,Central,40 George Square,24,Classroom Style,False,66.67,False
E:C9R7CGAGHV,"Listening, Attunement and Empathy - Monday Check-in/01",45.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0201_02_2.14,Appleton Tower,Monday 18:30,30,0335_01_1.9,1.9,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,140.62,True
E:9OWPZQ6LK2-00002,Psychological Skills Placement - Lecture,35.0,Central,3,"9, 12, 15","[9, 12, 15]",0335_04_4.3,Lister Learning and Teaching Centre,Thursday 09:00,240,0228_-1_LG.11,LG.11,Central,40 George Square Lower Teaching Hub,78,Classroom Style,False,44.87,False
E:NZJRGENICG,Understanding and Investigation: Methods for Health Research- Lecture,25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0201_02_2.05,Appleton Tower,Monday 14:00,110,0311_04_4.08,4.08,Central,Geography (Old Infirmary),14,Boardroom Style,False,178.57,True
E:B7WTG3H7B6,Applied Developmental Psychopathology - Tutorial/03,20.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0001_01_1.274,Old College,Tuesday 14:00,60,0229_01_1.B,1.B,Central,40 George Square Lecture Theatres,250,Lecture Theatre,False,8.0,False
E:SJ9SRWDN78-00006,"Listening, Attunement and Empathy - Friday Listening Practice Group/07",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.08,24 Buccleuch Place,Friday 14:00,110,0228_06_6.11,6.11,Central,40 George Square,24,Classroom Style,False,33.33,False
E:7E44P2RN5L,"Listening, Attunement and Empathy - Tuesday Check-in/02",45.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0201_02_2.14,Appleton Tower,Tuesday 18:30,30,0003_01_1.04,1.04,Central,7-8 Chambers Street,19,Classroom Style,False,236.84,True
E:4U7JVHL5NE,Mind and Body - Tutorial/02,14.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.10,24 Buccleuch Place,Wednesday 10:00,50,0564_00_G4,G4,Holyrood,St Leonards Land,40,Classroom Style,True,35.0,False
E:BHQMY9WMSB,Typical and Atypical Child Development - Tutorial/02,20.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0003_01_1.02,7-8 Chambers Street,Wednesday 13:00,60,0335_01_1.4,1.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,125.0,True
E:GAK8FAWA8O,Drug Policy and the Public Good- Tutorial/02,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0003_01_1.05,7-8 Chambers Street,Tuesday 15:00,50,0300_00_NG.04,NG.04,Central,High School Yards Teaching Centre,16,Boardroom Style,False,75.0,False
E:A78AX8FAE6,Applied Developmental Psychopathology - Tutorial/04,24.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0335_02_2.2,Lister Learning and Teaching Centre,Tuesday 15:00,60,0226_-1_LG.18,LG.18,Central,Business School,66,Specialist Room,False,36.36,False
E:ZWQICXLFQH-00004,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/05",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.06,24 Buccleuch Place,Tuesday 16:30,105,0401_01M_01M.19,01M.19,New College,New College,38,Boardroom Style,True,21.05,False
E:SJ9SRWDN78-00007,"Listening, Attunement and Empathy - Friday Listening Practice Group/08",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.03,24 Buccleuch Place,Friday 14:00,110,0201_00_G.06,G.06,Central,Appleton Tower,193,Lecture Theatre,False,4.15,False
E:L7BW5BZA2Y,Conceptual and Theoretical Psychology - Tutorial/09,20.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0113_00_G.204,"Medical School, Teviot",Thursday 13:00,50,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,166.67,True
E:DW3VQWZBIC,Ethics and Governance in Psychological Practice - Lecture,35.0,Holyrood,3,"11, 12, 13","[11, 12, 13]",0551_-1_LG34,Patersons Land,Wednesday 10:00,150,0227_02_2.29,2.29,Central,50 George Square,15,Boardroom Style,True,233.33,True
E:28G4A3BNZL,Between Counselling and Research 1 - Seminar/10,11.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0003_01_1.05,7-8 Chambers Street,Wednesday 11:00,110,0008_-1_B.154,B.154,Central,Minto House,15,Classroom Style,False,73.33,False
E:IZ1AVKL856,The Counselling Relationship - Seminar/02,55.0,Central,9,"10, 12, 13, 14, 15, 16, 17, 18, 19","[10, 12, 13, 14, 15, 16, 17, 18, 19]",0300_00_NG.02,High School Yards Teaching Centre,Monday 10:00,180,0423_R_R.02B,R.02B,Lauriston,Hunter Building,27,Boardroom Style,True,203.7,True
E:C9ION6RQWV,Introduction and Foundation of Qualitative Research - Lecture,40.0,Central,7,"9, 10, 11, 12, 13, 14, 16","[9, 10, 11, 12, 13, 14, 16]",0113_01M_01M.469,"Medical School, Teviot",Wednesday 13:00,60,0110_02_2.07,2.07,Central,Alison House,12,Boardroom Style,False,333.33,True
E:LYQO2QIDEH,Psychological Therapies (Conversion) - Tutorial/02,23.0,Central,2,"15, 17","[15, 17]",0201_02_2.11,Appleton Tower,Thursday 11:00,50,0228_11_11.18,11.18,Central,40 George Square,24,Classroom Style,False,95.83,False
E:XQGM6KEWWT,Mind and Body: Life Sciences & Nursing Care 2/Life Sciences & Nursing Care - Lecture (BN & MN),52.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0201_02_2.14,Appleton Tower,Tuesday 09:00,110,0003_01_1.04,1.04,Central,7-8 Chambers Street,19,Classroom Style,False,273.68,True
E:TI4869WYJM,"Gender, Sexualities and Health- Tutorial/03",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.06,24 Buccleuch Place,Monday 10:00,50,0558_04_4.02,4.02,Holyrood,Charteris Land,24,Classroom Style,True,41.67,False
E:SWJDQJ4TQN,Mental Health: Life Sciences and Nursing Care 2 - Seminar (Communication/Clinical Skills)/01,30.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.03,"Medical School, Teviot",Tuesday 11:00,50,0558_03_3.4,3.4,Holyrood,Charteris Land,33,Classroom Style,True,90.91,False
E:IUJAXTTZCA,Counselling Across Borders - Lecture,40.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.03,"Medical School, Teviot",Thursday 10:00,50,0228_12_12.18,12.18,Central,40 George Square,13,Boardroom Style,False,307.69,True
E:5KZVHC416O-00008,"Listening, Attunement and Empathy - Monday Listening Practice Group/09",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.03,"Medical School, Teviot",Monday 16:30,105,0553_04_422,422,Holyrood,St Johns Land,25,Boardroom Style,True,32.0,False
E:36156K1C2B,Between Counselling and Research 1 - Seminar/02,13.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.08,24 Buccleuch Place,Wednesday 11:00,110,0254_01_1.03,1.03,Central,24 Buccleuch Place,16,Boardroom Style,False,81.25,False
E:B8ASGVJQ9E,Pathophysiology and Nursing Care - Clinical Skills (Central Campus)/01,24.0,Central,2,"10, 18","[10, 18]",0335_00_G.13,Lister Learning and Teaching Centre,Monday 09:30,80,0335_03_3.3,3.3,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,60.0,False
E:X16YXAC2KH,Research Methods in Applied Psychology - Tutorial/10,20.0,Central,5,"10, 11, 12, 14, 16","[10, 11, 12, 14, 16]",0113_00_G.03,"Medical School, Teviot",Friday 13:00,50,0591_-1_B1.03,B1.03,Holyrood,Outreach Centre,16,Boardroom Style,True,125.0,True
E:CMKRNUZBKF,Transplantation Nursing - Lecture,70.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.11,40 George Square Lower Teaching Hub,Tuesday 09:00,110,0591_-1_B1.01,B1.01,Holyrood,Outreach Centre,16,Boardroom Style,True,437.5,True
E:ZVOEGE7ALZ,Trauma in Society- Tutorial/06,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_00_G.17,Lister Learning and Teaching Centre,Tuesday 14:00,50,0226_01_1.07,1.07,Central,Business School,48,Specialist Room,False,31.25,False
E:DUNL2FP735,Contemporary Issues in Leadership for Health and Social Care - Workshop,25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0335_02_2.1,Lister Learning and Teaching Centre,Tuesday 09:00,110,0201_00_G.06,G.06,Central,Appleton Tower,193,Lecture Theatre,False,12.95,False
E:GF23X1SZFF,Pathophysiology and Nursing Care - Lecture (BN&MN),44.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_01_1.2,Lister Learning and Teaching Centre,Tuesday 13:00,110,0335_00_G.17,G.17,Central,Lister Learning and Teaching Centre,14,Boardroom Style,False,314.29,True
E:68FXXJI8SZ,Practice Seminar in Counselling and Psychotherapy - Lecture,15.0,Central,5,"10, 12, 14, 16, 18","[10, 12, 14, 16, 18]",0003_01_1.04,7-8 Chambers Street,Tuesday 13:00,110,0551_00_G37,G37,Holyrood,Patersons Land,25,Classroom Style,True,60.0,False
E:8FRAM2RTSS,Mapping Health and Illness Across Societies - Lecture/01,100.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0001_00_G.159,Old College,Monday 14:00,50,0254_01_1.06,1.06,Central,24 Buccleuch Place,12,Boardroom Style,False,833.33,True
E:C9ION6RQWV-00001,Introduction and Foundation of Qualitative Research - Lecture,40.0,Central,2,"15, 18","[15, 18]",0113_01M_01M.473,"Medical School, Teviot",Wednesday 13:00,110,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,26.67,False
E:J24FSDANHF-00004,Clinical Psychology 1 - Year 1 Teaching (see Learn for details),45.0,Central,5,"11, 12, 13, 14, 15","[11, 12, 13, 14, 15]",0335_00_G.13,Lister Learning and Teaching Centre,Friday 09:30,480,0283_01_1.20,1.20,Central,Dugald Stewart Building,46,Classroom Style,False,97.83,False
E:1WW5DBD5VI,Mental Health and Nursing Care - Seminar (Communication/Clinical Skills),25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0112_-1_B.02,Chrystal MacMillan Building,Tuesday 15:00,50,0005_-1_B.01,B.01,Central,Adam House,164,Lecture Theatre,False,15.24,False
E:SJ9SRWDN78-00008,"Listening, Attunement and Empathy - Friday Listening Practice Group/09",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_03_3.3,"Medical School, Teviot",Friday 14:00,110,0003_00_G.04,G.04,Central,7-8 Chambers Street,12,Boardroom Style,False,66.67,False
E:ZWQICXLFQH-00007,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/08",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.03,24 Buccleuch Place,Tuesday 16:30,105,0214_00_G.26,G.26,Central,16-20 George Square,12,Boardroom Style,False,66.67,False
E:HRG2PPO8YX,"Gender, Sexualities and Health- Tutorial/04",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.10,24 Buccleuch Place,Monday 10:00,50,0113_00_G.203,G.203,Central,"Medical School, Teviot",20,Classroom Style,False,50.0,False
E:SFUP42F2CY,Psychological Therapies (Conversion) - Tutorial/07,23.0,Central,2,"15, 17","[15, 17]",0003_01_1.02,7-8 Chambers Street,Thursday 15:00,50,0001_01_1.270,1.270,Central,Old College,16,Boardroom Style,False,143.75,True
E:UE1Y621RRL,Between Counselling and Research 1 - Seminar/04,13.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.04,24 Buccleuch Place,Wednesday 11:00,110,0335_01_1.4,1.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,81.25,False
E:SJ9SRWDN78-00004,"Listening, Attunement and Empathy - Friday Listening Practice Group/05",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.06,24 Buccleuch Place,Friday 14:00,110,0335_00_G.09,G.09,Central,Lister Learning and Teaching Centre,32,Classroom Style,False,25.0,False
E:BM59R1QGYS,Mapping Health and Illness Across Societies- Tutorial/03,10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_03_3.3,"Medical School, Teviot",Wednesday 12:00,50,0001_01_1.275,1.275,Central,Old College,30,Boardroom Style,False,33.33,False
E:O2W5TVOK37,Psychological Therapies (Conversion) - Tutorial/01,23.0,Central,2,"15, 17","[15, 17]",0001_01_1.267,Old College,Thursday 10:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,15.33,False
E:ZCQVEE6RHT,Trauma in Society- Tutorial/07,15.0,Central,2,"10, 14","[10, 14]",0252_01_1.2,22 Buccleuch Place,Thursday 14:00,50,0113_00_G.16,G.16,Central,"Medical School, Teviot",45,Classroom Style,False,33.33,False
E:1D3G8WGRNY,Queering Health and Social Science - Seminar/01,20.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0103_01_1.B04,Forresthill,Thursday 15:00,50,0551_-1M_M1,M1,Holyrood,Patersons Land,16,Classroom Style,True,125.0,True
E:T5BXV3O1RB,Conceptual and Theoretical Psychology - Tutorial/02,20.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0103_01_1.B10,Forresthill,Thursday 09:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,13.33,False
E:KBO9JXF82L,"Gender, Sexualities and Health - Lecture",70.0,Central,5,"9, 10, 11, 12, 16","[9, 10, 11, 12, 16]",0228_-1_LG.11,40 George Square Lower Teaching Hub,Wednesday 09:00,110,0227_02_2.39,2.39,Central,50 George Square,18,Boardroom Style,False,388.89,True
E:BJ7ZSBEAK9,"Listening, Attunement and Empathy - Monday Seminar/01",45.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.03,"Medical School, Teviot",Monday 12:30,210,0558_03_3.13,3.13,Holyrood,Charteris Land,24,Classroom Style,True,187.5,True
E:C8CS1HRWLH,Computer Security (CSEC-10) - Lecture 1,262.0,Central,5,"9, 11, 12, 13, 15","[9, 11, 12, 13, 15]",0114_00_G.01,McEwan Hall,Monday 10:00,50,0558_02_2.2,2.2,Holyrood,Charteris Land,16,Boardroom Style,True,1637.5,True
E:ZWQICXLFQH,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/01",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.01,24 Buccleuch Place,Tuesday 16:30,105,0335_02_2.4,2.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,50.0,False
E:SRVZRUJT2H,Between Counselling and Research 1 - Seminar/08,13.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0201_02_2.14,Appleton Tower,Wednesday 11:00,110,0591_-1_B1.04,B1.04,Holyrood,Outreach Centre,14,Boardroom Style,True,92.86,False
E:SJ9SRWDN78,"Listening, Attunement and Empathy - Friday Listening Practice Group/01",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.01,24 Buccleuch Place,Friday 14:00,110,0001_00_G.158,G.158,Central,Old College,30,Boardroom Style,False,26.67,False
E:UIEJQKDGBU,Conceptual and Theoretical Psychology - Tutorial/03,20.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0103_01_1.B04,Forresthill,Thursday 10:00,50,0008_-1_B.152,B.152,Central,Minto House,14,Classroom Style,False,142.86,True
E:SARWYRXO4G,Mental Health: Life Sciences and Nursing Care 2 - Seminar (Communication/Clinical Skills)/02,30.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0201_02_2.14,Appleton Tower,Tuesday 12:00,50,0003_01_1.05,1.05,Central,7-8 Chambers Street,12,Boardroom Style,False,250.0,True
E:PEKD7X3K7R,"Gender, Sexualities and Health- Tutorial/07",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.12,24 Buccleuch Place,Tuesday 11:00,50,0335_03_3.1,3.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,40.0,False
E:1NUUPA9OHS,Queering Health and Social Science - Seminar/02,20.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0103_01_1.B10,Forresthill,Thursday 15:00,50,0228_11_11.06,11.06,Central,40 George Square,18,Classroom Style,False,111.11,True
E:MF9Q6YLWA6,Mapping Health and Illness Across Societies- Tutorial/06,10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.12,24 Buccleuch Place,Thursday 10:00,50,0226_-1_LG.10,LG.10,Central,Business School,72,Specialist Room,False,13.89,False
E:G22RPMWF4O,Typical and Atypical Child Development - Tutorial/01,20.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0003_01_1.02,7-8 Chambers Street,Wednesday 12:00,60,0450_03_3.43,3.43,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,166.67,True
E:J6HOLCVZEF,"Gender, Sexualities and Health- Tutorial/05",10.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.12,24 Buccleuch Place,Tuesday 10:00,50,0335_03_3.1,3.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,40.0,False
E:SJ9SRWDN78-00001,"Listening, Attunement and Empathy - Friday Listening Practice Group/02",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.5A,24 Buccleuch Place,Friday 14:00,110,0558_03_3.13,3.13,Holyrood,Charteris Land,24,Classroom Style,True,33.33,False
