Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:J78XQEW41Y,Architectural Theory - Tutorial/01,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_00_G.252,Minto House,Wednesday 09:00,50,0228_-1_LG.06,LG.06,Central,40 George Square Lower Teaching Hub,35,Classroom Style,False,42.86,False
E:SKHXV6AW9P,Landscape and Wellbeing : Research Strategies & Methods - Seminar,35.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0008_02_2.403,Minto House,Tuesday 10:00,120,0001_02_2.343,2.343,Central,Old College,16,Boardroom Style,False,218.75,True
E:PLAR25CHR2,Architectural Theory - Lecture,120.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0210_00_G.04,Robson Building,Tuesday 13:00,50,0335_03_3.2,3.2,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,300.0,True
E:8I23RJPF8E,History of Art 2A - Tutorial/08,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Tuesday 17:00,50,0228_06_6.11,6.11,Central,40 George Square,24,Classroom Style,True,62.5,False
E:2FDMGIYRBG,Architectures of Socialism - Lecture,24.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_02_2.403,Minto House,Monday 11:00,110,0228_06_6.05,6.05,Central,40 George Square,14,Boardroom Style,False,171.43,True
E:U36S977LJB,Research: Theories and Methods - Tutorial/02,15.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Thursday 09:00,50,0227_00_G.05,G.05,Central,50 George Square,44,Classroom Style,True,34.09,False
E:GUJHM2ORL6,MA Fine Art 4 Studio and Research - Individual Tutorial A,6.0,Lauriston,2,"10, 15","[10, 15]",0424_05_5.21,Evolution House,Thursday 09:30,210,0113_00_G.03,G.03,Central,"Medical School, Teviot",50,Classroom Style,True,12.0,False
E:O85MANEEKR,Adapting Interiors - introductory plenary session,60.0,Central,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",0450_02_2.35,Edinburgh Futures Institute (EFI),Thursday 14:00,170,0227_00_G.04,G.04,Central,50 George Square,100,Lecture Theatre,False,60.0,False
E:44N32KJWFT,Introduction to Body Studies - Seminar/05,18.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.203,"Medical School, Teviot",Thursday 12:00,50,0422_J_J.03,J.03,Central,"Medical School, Teviot",60,Classroom Style,False,30.0,False
E:TPBPXVGIBD,Urbanism and the City: Past to Present - Tutorial/05,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_00_G.251,Minto House,Tuesday 16:00,50,0283_01_1.17,1.17,Central,Dugald Stewart Building,26,Classroom Style,False,46.15,False
E:MMCFUDQUOI,MA Fine Art 4 Studio and Research - Individual Tutorial C1 and C2,6.0,Lauriston,2,"11, 16","[11, 16]",0424_05_5.21,Evolution House,Thursday 09:30,210,0421_E_E.26,E.26,Lauriston,ECA Main Building,20,Boardroom Style,False,30.0,False
E:R1EID7P1WW,Approaching World Objects - Seminar,35.0,Central,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0227_00_G.02,50 George Square,Monday 11:00,110,0335_01_1.3,1.3,Central,Lister Learning and Teaching Centre,30,Classroom Style,False,116.67,True
E:JCBN17DYRE,School of Art - Monday Talks,150.0,Lauriston,3,"11, 14, 16","[11, 14, 16]",0421_E_E.22,ECA Main Building,Monday 16:00,120,0008_-1_B.153,B.153,Central,Minto House,15,Boardroom Style,True,1000.0,True
E:IIXLG4I2FT,Perspectives in Musicology - Seminar,25.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0110_02_2.07,Alison House,Tuesday 14:00,110,0112_-1_B.06,B.06,Central,Chrystal MacMillan Building,25,Classroom Style,False,100.0,False
E:61FDDJ25XM,Thinking about Music - Listening Seminar/03,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0110_02_2.04,Alison House,Friday 13:00,50,0551_00_G1,G1,Holyrood,Patersons Land,240,Classroom Style,True,6.25,False
E:2FWPGQOPG2,Instrumentation and Timbre - Seminar UG/03,6.0,Central,5,"10, 12, 14, 16, 18","[10, 12, 14, 16, 18]",0110_02_2.02,Alison House,Friday 16:00,50,0401_01_1.07,1.07,New College,New College,32,Classroom Style,True,18.75,False
E:DBPGSI4Y2R,Interior Design 3C: Externality - Studio,30.0,Central,2,"10, 14","[10, 14]",0311_02_2.05,Geography (Old Infirmary),Friday 10:00,420,0335_01_1.2,1.2,Central,Lister Learning and Teaching Centre,44,Classroom Style,False,68.18,False
E:ROSGLNZ3CR-1,Analysing Art History: Part One - Lecture,200.0,Lauriston,2,"18, 19","[18, 19]",0421_E_E.22,ECA Main Building,Monday 11:00,80,0113_00_G.203,G.203,Central,"Medical School, Teviot",20,Classroom Style,True,1000.0,True
E:S1HN6PITLO,Animation 1A - Lecture,18.0,Central,4,"9, 10, 12, 13","[9, 10, 12, 13]",0422_J_J.05,"Medical School, Teviot",Tuesday 10:00,50,0201_02_2.07,2.07,Central,Appleton Tower,20,Classroom Style,False,90.0,False
E:H2BFTOFFSK,Architectural History 1A: Introduction to World Architecture - Tutorial/05,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Tuesday 12:00,50,0226_-1_LG.11,LG.11,Central,Business School,66,Specialist Room,False,18.18,False
E:CJSQPBI8R7,Analysing Art History: Part One - Tutorial/01,10.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0421_E_E.26,ECA Main Building,Wednesday 09:00,50,0227_00_G.03,G.03,Central,50 George Square,255,Lecture Theatre,True,3.92,False
E:QV549EPH14,History of Art 2A - Tutorial/03,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0421_E_E.26,ECA Main Building,Monday 12:00,50,0214_01_1.22,1.22,Central,16-20 George Square,12,Boardroom Style,True,125.0,True
E:EHRHPLP47G,"The Minimalist Moment: American Art, 1960-1975 - Seminar",20.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0421_E_E.26,ECA Main Building,Tuesday 16:00,110,0112_-1_B.06,B.06,Central,Chrystal MacMillan Building,25,Classroom Style,True,80.0,False
E:QBOKFH62QP,Urbanism and the City: Past to Present - Tutorial/15,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_-1_B.152,Minto House,Thursday 11:00,50,0423_R_R.02B,R.02B,Lauriston,Hunter Building,27,Boardroom Style,True,44.44,False
E:46YFJ7TQ47,Fundamentals of Music Theory - Lecture,30.0,Central,3,"9, 14, 18","[9, 14, 18]",0110_02_2.04,Alison House,Monday 13:00,50,0113_00_G.15,G.15,Central,"Medical School, Teviot",29,Classroom Style,False,103.45,True
E:ZJL6UHQ4P1-00001,Popular Art and Folk Culture - Lecture,20.0,Lauriston,6,"14, 15, 16, 17, 18, 19","[14, 15, 16, 17, 18, 19]",0424_05_5.21,Evolution House,Thursday 14:00,110,0113_01M_01M.473,01M.473,Central,"Medical School, Teviot",48,Classroom Style,True,41.67,False
E:R4TEGMUAYA,Urbanism and the City: Past to Present - Tutorial/09,12.0,Central,8,"12, 13, 14, 15, 16, 17, 18, 19","[12, 13, 14, 15, 16, 17, 18, 19]",0008_-1_B.152,Minto House,Thursday 12:00,50,0551_01_1.37,1.37,Holyrood,Patersons Land,35,Classroom Style,True,34.29,False
E:8BOJ6V2F3T,Contemporary Cinema - Seminar/04,25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0008_02_2.403,Minto House,Wednesday 14:00,50,0214_00_G.22,G.22,Central,16-20 George Square,18,Classroom Style,False,138.89,True
E:W3N5ZBH9V9,History of Art 2A - Tutorial/04,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0421_E_E.26,ECA Main Building,Monday 13:00,50,0564_03_3.24,3.24,Holyrood,St Leonards Land,40,Classroom Style,True,37.5,False
E:23XGZ7HAZ5,Architectural Theory - Tutorial/04,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_02_2.2,Lister Learning and Teaching Centre,Wednesday 11:00,50,0228_09_9.01,9.01,Central,40 George Square,16,Classroom Style,False,93.75,False
E:FN5V3CZX6J,Urbanism and the City: Past to Present - Lecture,200.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0227_00_G.03,50 George Square,Thursday 10:00,50,0228_01_1.01,1.01,Central,40 George Square,14,Boardroom Style,False,1428.57,True
E:AZSQH4N2T5,History of Art 1A - Tutorial/12,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0421_E_E.26,ECA Main Building,Wednesday 13:00,50,0551_01_1.18,1.18,Holyrood,Patersons Land,60,Classroom Style,True,25.0,False
E:LKL3SX3Q9Z,Structure and Architecture: The Birth of the Design Team - Tutorial,20.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_02_2.403,Minto House,Friday 14:00,110,0201_02_2.11,2.11,Central,Appleton Tower,28,Classroom Style,False,71.43,False
E:MZW2ZWB4PB,Objects of Desire - Tutorial/02,20.0,Central,2,"12, 19","[12, 19]",0113_00_G.203,"Medical School, Teviot",Wednesday 11:00,110,0558_05_5.4,5.4,Holyrood,Charteris Land,25,Classroom Style,True,80.0,False
E:4Z4JNWXKED,Multi-Sensory Cultures (Level 11) - Seminar/02,20.0,Holyrood,5,"11, 12, 15, 17, 18","[11, 12, 15, 17, 18]",0553_04_422,St Johns Land,Wednesday 11:00,50,0254_01_1.09,1.09,Central,24 Buccleuch Place,8,Boardroom Style,True,250.0,True
E:9ALNKFREGV,Introduction to Community Arts Practice - Tutorial group/A,5.0,Central,4,"11, 12, 14, 16","[11, 12, 14, 16]",0110_02_2.07,Alison House,Tuesday 11:00,50,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,41.67,False
E:WWAC7DZ73O,FTV4A: Film Project Research and Development - Seminar,9.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0003_00_G.04,7-8 Chambers Street,Monday 11:00,110,0558_03_3.13,3.13,Holyrood,Charteris Land,24,Classroom Style,True,37.5,False
E:WKSW7CULII,Thinking With Fire - Lecture,19.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0003_01_1.04,7-8 Chambers Street,Tuesday 12:00,50,0228_03_3.01,3.01,Central,40 George Square,24,Classroom Style,False,79.17,False
E:IBWTDZC5MG,Architectural History 1A: Introduction to World Architecture - Tutorial/10,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Wednesday 12:00,50,0201_00_G.07,G.07,Central,Appleton Tower,194,Lecture Theatre,False,6.19,False
E:2E6L9ZMA39,Fashion Design 3A - Project Launch,28.0,Lauriston,2,"14, 16","[14, 16]",0424_05_5.21,Evolution House,Monday 15:00,50,0551_00_G34,G34,Holyrood,Patersons Land,18,Boardroom Style,True,155.56,True
E:YD52YR1AR5,MA Fine Art 4 Studio and Research - Research Presentations (CO to confirm individual times and groups),24.0,Lauriston,2,"18, 19","[18, 19]",0423_O_O.17,Hunter Building,Thursday 14:00,170,0421_E_E.22,E.22,Lauriston,ECA Main Building,218,Lecture Theatre,False,11.01,False
E:U29S5C18Y7-00001,History of Art 2A - Lecture,212.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0421_E_E.22,ECA Main Building,Thursday 11:00,50,0254_01_1.06,1.06,Central,24 Buccleuch Place,12,Boardroom Style,True,1766.67,True
E:53KG7DYNV4,Keyboard lab - Tutorial,36.0,Central,5,"15, 16, 17, 18, 19","[15, 16, 17, 18, 19]",0110_02_2.02,Alison House,Thursday 10:00,180,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,24.0,False
E:ZH381VBQ3F,Architectural Theory - Tutorial/05,13.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.19,"Medical School, Teviot",Wednesday 09:00,50,0558_05_5.3,5.3,Holyrood,Charteris Land,25,Classroom Style,True,52.0,False
E:XFSEZE7AYA,Contemporary Cinema - Screening,100.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0228_-1_LG.09,40 George Square Lower Teaching Hub,Monday 15:00,170,0551_00_G33,G33,Holyrood,Patersons Land,10,Classroom Style,True,1000.0,True
E:T6VK14AA2Q,Urbanism and the City: Past to Present - Tutorial/14,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_-1_B.153,Minto House,Thursday 16:00,50,0450_03_3.62,3.62,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,100.0,False
E:8E8AFWOMJ2,Creative Musicianship Composition - Tutorial group/B,12.0,Central,4,"11, 13, 15, 17","[11, 13, 15, 17]",0110_02_2.02,Alison House,Friday 14:00,50,0450_03_3.42,3.42,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,150.0,True
E:9LB42XFLQM,What's Up Doc? Introducing Animation Studies - Seminar/01,25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0251_01_1.02,21 Buccleuch Place,Thursday 14:00,50,0551_00_G34,G34,Holyrood,Patersons Land,18,Boardroom Style,True,138.89,True
E:O4NID89ITJ,Introduction to Community Arts Practice - Tutorial group/F,5.0,Central,4,"11, 12, 14, 16","[11, 12, 14, 16]",0110_02_2.07,Alison House,Wednesday 13:00,50,0591_-1_B1.01,B1.01,Holyrood,Outreach Centre,16,Boardroom Style,True,31.25,False
E:81DPQF673C,Research: Theories and Methods - Tutorial/06,15.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Thursday 11:00,50,0450_03_3.43,3.43,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,True,125.0,True
E:2KA91G8BVF-00001,"Design, Play and Games - Critical Play",100.0,Lauriston,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0421_E_E.22,ECA Main Building,Thursday 09:00,50,0209_02_2.37,2.37,Central,7 George Square,30,Classroom Style,True,333.33,True
E:WHJUADXV4V-00002,Architectural History 1A: Introduction to World Architecture - Lecture,250.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0229_01_1.A,40 George Square Lecture Theatres,Thursday 16:00,50,0229_01_1.C,1.C,Central,40 George Square Lecture Theatres,250,Lecture Theatre,False,100.0,False
E:CN344YJRVF,Objects of Desire - Seminar/01,20.0,Lauriston,8,"9, 10, 11, 14, 15, 16, 17, 18","[9, 10, 11, 14, 15, 16, 17, 18]",0424_05_5.21,Evolution House,Wednesday 10:00,50,0113_00_G.03,G.03,Central,"Medical School, Teviot",50,Classroom Style,True,40.0,False
E:WA586FS2HD,What's Up Doc? Introducing Animation Studies - Seminar/05,25.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0251_01_1.02,21 Buccleuch Place,Thursday 17:00,50,0227_03_3.03,3.03,Central,50 George Square,18,Boardroom Style,False,138.89,True
E:OCIO1JRZBX,Understanding Music History 1 - Tutorial/04,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0110_02_2.04,Alison House,Thursday 17:00,50,0228_08_8.16,8.16,Central,40 George Square,15,Boardroom Style,False,100.0,False
E:JNORI3X57Z,Environmental Design - Seminar/02,20.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0422_J_J.03,"Medical School, Teviot",Wednesday 11:00,50,0227_02_2.03,2.03,Central,50 George Square,18,Boardroom Style,False,111.11,True
E:TLN3DQU54K,Architecture Dissertation - Research Methods Talks,100.0,Holyrood,3,"9, 10, 12","[9, 10, 12]",0591_-1_B1.11,Outreach Centre,Wednesday 11:00,110,0450_02_2.63,2.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,True,1250.0,True
E:D7EKEHQ7BX,Architectural History 1A: Introduction to World Architecture - Tutorial/15,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_00_G.251,Minto House,Thursday 12:00,50,0591_-1_B1.01,B1.01,Holyrood,Outreach Centre,16,Boardroom Style,True,75.0,False
E:SCHM7CR9GM,History of Art 1A - Tutorial/18,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Friday 14:00,50,0113_00_G.11,G.11,Central,"Medical School, Teviot",15,Boardroom Style,True,100.0,False
E:C6LMGRMZ4Q,Objects of Desire - Tutorial/01,20.0,Central,2,"12, 19","[12, 19]",0335_04_4.3,Lister Learning and Teaching Centre,Wednesday 10:00,120,0335_01_1.4,1.4,Central,Lister Learning and Teaching Centre,16,Classroom Style,False,125.0,True
E:P7PFW221BF,Multi-Sensory Cultures (Level 10) - Seminar/01,20.0,Central,2,"10, 12","[10, 12]",0335_01_1.1,Lister Learning and Teaching Centre,Thursday 12:00,50,0283_01_1.17,1.17,Central,Dugald Stewart Building,26,Classroom Style,False,76.92,False
E:PW7O2CX33T,Wednesday Illustration Talk,218.0,Lauriston,7,"10, 11, 12, 13, 14, 15, 16","[10, 11, 12, 13, 14, 15, 16]",0421_E_E.22,ECA Main Building,Wednesday 12:00,80,0421_E_E.22,E.22,Lauriston,ECA Main Building,218,Lecture Theatre,False,100.0,False
E:GKZFR9UT1C,Architectural History 1A: Introduction to World Architecture - Tutorial/12,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_00_G.251,Minto House,Thursday 10:00,50,0113_02_2.26,2.26,Central,"Medical School, Teviot",12,Classroom Style,False,100.0,False
E:36VIV45TSD-00001,Art in Context 1 - Seminar/03,15.0,Central,7,"11, 12, 13, 15, 16, 17, 19","[11, 12, 13, 15, 16, 17, 19]",0422_J_J.05,"Medical School, Teviot",Monday 14:00,50,0335_03_3.2,3.2,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,37.5,False
E:WHJUADXV4V,Architectural History 1A: Introduction to World Architecture - Lecture,250.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0229_01_1.B,40 George Square Lecture Theatres,Monday 16:00,50,0113_01M_01M.20,01M.20,Central,"Medical School, Teviot",12,Boardroom Style,False,2083.33,True
E:5KCL344799,Architectural History 1A: Introduction to World Architecture - Tutorial/18,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0335_01_1.4,Lister Learning and Teaching Centre,Thursday 14:00,50,0254_01_1.01,1.01,Central,24 Buccleuch Place,8,Boardroom Style,False,150.0,True
E:MZ818MIUPT,Understanding Music History 1 - Lecture,60.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0110_02_2.04,Alison House,Tuesday 10:00,50,0401_01_1.08,1.08,New College,New College,12,Boardroom Style,True,500.0,True
E:J8RB33NHAW,Urbanism and the City: Past to Present - Tutorial/06,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_00_G.252,Minto House,Thursday 09:00,50,0401_01_1.07,1.07,New College,New College,32,Classroom Style,True,37.5,False
E:P4PFYYM4MF,Architectural History 1A: Introduction to World Architecture - Tutorial/21,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0008_02_2.365,Minto House,Thursday 15:00,50,0591_-1_B1.02,B1.02,Holyrood,Outreach Centre,16,Boardroom Style,True,75.0,False
E:KNKB5JC893,FTV4C: Professional Practice in Filmmaking - Seminar,18.0,Central,4,"12, 14, 16, 18","[12, 14, 16, 18]",0003_01_1.04,7-8 Chambers Street,Monday 14:00,110,0228_-1_LG.06,LG.06,Central,40 George Square Lower Teaching Hub,35,Classroom Style,False,51.43,False
E:QEI1Q5ZV3O,History of Art 1A - Tutorial/20,15.0,Lauriston,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Friday 16:00,50,0113_01M_01M.20,01M.20,Central,"Medical School, Teviot",12,Boardroom Style,True,125.0,True
E:LY9Q3NJTD8,Environmental Design - Seminar/01,20.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0422_J_J.03,"Medical School, Teviot",Wednesday 10:00,50,0251_01_1.01,1.01,Central,21 Buccleuch Place,28,Classroom Style,False,71.43,False
E:HFT7SBH2IO-00002,History of Art 1A - Lecture,218.0,Lauriston,9,"9, 10, 11, 12, 13, 14, 16, 18, 19","[9, 10, 11, 12, 13, 14, 16, 18, 19]",0421_E_E.22,ECA Main Building,Friday 10:00,50,0551_00_G30,G30,Holyrood,Patersons Land,10,Classroom Style,True,2180.0,True
E:DX2N2JD2BR,Thinking about Music - Listening Seminar/01,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0110_02_2.04,Alison House,Friday 14:00,50,0564_03_3.23,3.23,Holyrood,St Leonards Land,25,Boardroom Style,True,60.0,False
E:PNXM6XH9XQ,Analysing Art History: Part One - Tutorial/07,10.0,Lauriston,10,"9, 10, 11, 12, 13, 14, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",0422_L_L.06,North-East Studio Building,Friday 09:00,50,0335_01_1.9,1.9,Central,Lister Learning and Teaching Centre,32,Classroom Style,True,31.25,False
E:7EII7C4GHU,Introduction to Learn - Workshop,60.0,Central,1,9,[9],0226_-1_LG.19,Business School,Tuesday 14:00,120,0113_01M_01M.473,01M.473,Central,"Medical School, Teviot",48,Classroom Style,False,125.0,True
E:TFKC2P19HG,What's Up Doc - Lecture,110.0,Central,2,"17, 18","[17, 18]",0229_01_1.B,40 George Square Lecture Theatres,Thursday 10:00,50,0201_02_2.11,2.11,Central,Appleton Tower,28,Classroom Style,False,392.86,True
E:R96UUZ7INF,Business Honours Dissertation - Lecture,300.0,Central,1,9,[9],0229_01_1.A,40 George Square Lecture Theatres,Thursday 14:00,50,0551_00_G34,G34,Holyrood,Patersons Land,18,Boardroom Style,True,1666.67,True
E:BEZ5WVOU31,Eco-Innovation for a Circular Economy - Lecture,90.0,Central,1,9,[9],0450_02_2.35,Edinburgh Futures Institute (EFI),Monday 11:00,50,0335_03_3.1,3.1,Central,Lister Learning and Teaching Centre,25,Classroom Style,False,360.0,True
E:KQ34G5J3BW,Theories and Techniques of Persuasion - Lecture,108.0,Central,1,9,[9],0450_02_2.35,Edinburgh Futures Institute (EFI),Wednesday 14:00,110,0226_-1_LG.11,LG.11,Central,Business School,66,Specialist Room,False,163.64,True
E:H5OFDKKCMY,Intro to Strategic Leadership Group 1,30.0,Central,1,9,[9],0226_01_1.02,Business School,Wednesday 11:30,120,0226_-1_LG.14,LG.14,Central,Business School,68,Specialist Room,False,44.12,False
E:U38KQH7NBW,Urbanism and the City: Past to Present - Tutorial/17,12.0,Central,2,"10, 11","[10, 11]",0008_-1_B.154,Minto House,Thursday 14:00,50,0335_04_4.1,4.1,Central,Lister Learning and Teaching Centre,30,Classroom Style,False,40.0,False
